SubscriptionLogId,CustomerId,ClubPlanName,MonthlyFeeBRL,PointsCredited,BillingDate,PaymentStatus,PaymentMethod
SUB-909644,CUST-10812,Clube Plus 5k,219.90,5000,2023-04-16T09:00:00Z,Paid,PIX Auto
SUB-900763,CUST-10063,Clube Super 10k,489.90,0,2023-04-16T11:00:00Z,Payment Failed,Credit Card
SUB-900280,CUST-10020,Clube Top 20k,799.90,20000,2023-04-17T08:00:00Z,Paid,Credit Card
SUB-902957,CUST-10241,Clube Super 10k,489.90,10000,2023-04-17T08:00:00Z,Paid,Credit Card
SUB-903956,CUST-10320,Clube Top 20k,799.90,0,2023-04-17T10:00:00Z,Payment Failed,Credit Card
SUB-906203,CUST-10543,Clube Top 20k,799.90,20000,2023-04-17T10:00:00Z,Paid,Credit Card
SUB-900729,CUST-10060,Clube Special 3k,129.90,3000,2023-04-17T11:00:00Z,Paid,Auto Debit
SUB-910089,CUST-10846,Clube Super 10k,489.90,10000,2023-04-17T11:00:00Z,Paid,Credit Card
SUB-901014,CUST-10083,Clube Top 20k,799.90,20000,2023-04-17T12:00:00Z,Paid,Credit Card
SUB-905110,CUST-10437,Clube Super 10k,489.90,10000,2023-04-18T06:00:00Z,Paid,Credit Card
SUB-910368,CUST-10871,Clube Super 10k,489.90,10000,2023-04-18T07:00:00Z,Paid,Credit Card
SUB-910464,CUST-10880,Clube Top 20k,799.90,20000,2023-04-18T07:00:00Z,Paid,Credit Card
SUB-904065,CUST-10332,Clube Super 10k,489.90,10000,2023-04-18T08:00:00Z,Paid,Credit Card
SUB-905972,CUST-10517,Clube Super 10k,489.90,10000,2023-04-18T08:00:00Z,Paid,Credit Card
SUB-903534,CUST-10287,Clube Plus 5k,219.90,0,2023-04-18T10:00:00Z,Payment Failed,Credit Card
SUB-903209,CUST-10255,Clube Super 10k,489.90,10000,2023-04-18T11:00:00Z,Paid,Auto Debit
SUB-902809,CUST-10231,Clube Super 10k,489.90,10000,2023-04-18T12:00:00Z,Paid,Credit Card
SUB-902978,CUST-10243,Clube Super 10k,489.90,0,2023-04-18T12:00:00Z,Payment Failed,Auto Debit
SUB-902193,CUST-10180,Clube Top 20k,799.90,20000,2023-04-19T06:00:00Z,Paid,Credit Card
SUB-904127,CUST-10338,Clube Classic 1k,44.90,1000,2023-04-19T06:00:00Z,Paid,PIX Auto
SUB-904183,CUST-10349,Clube Super 10k,489.90,10000,2023-04-19T06:00:00Z,Paid,Credit Card
SUB-906084,CUST-10531,Clube Super 10k,489.90,10000,2023-04-19T09:00:00Z,Paid,Credit Card
SUB-910937,CUST-10919,Clube Super 10k,489.90,10000,2023-04-19T09:00:00Z,Paid,Credit Card
SUB-904153,CUST-10340,Clube Plus 5k,219.90,5000,2023-04-19T11:00:00Z,Paid,PIX Auto
SUB-904263,CUST-10358,Clube Top 20k,799.90,20000,2023-04-19T12:00:00Z,Paid,Auto Debit
SUB-901499,CUST-10124,Clube Super 10k,489.90,10000,2023-04-20T06:00:00Z,Paid,Credit Card
SUB-902287,CUST-10187,Clube Super 10k,489.90,10000,2023-04-20T06:00:00Z,Paid,Credit Card
SUB-906459,CUST-10558,Clube Plus 5k,219.90,5000,2023-04-20T07:00:00Z,Paid,Credit Card
SUB-907529,CUST-10644,Clube Special 3k,129.90,3000,2023-04-20T07:00:00Z,Paid,Credit Card
SUB-907984,CUST-10679,Clube Special 3k,129.90,3000,2023-04-20T09:00:00Z,Paid,Auto Debit
SUB-902160,CUST-10176,Clube Top 20k,799.90,20000,2023-04-20T11:00:00Z,Paid,Credit Card
SUB-904508,CUST-10386,Clube Super 10k,489.90,10000,2023-04-20T11:00:00Z,Paid,PIX Auto
SUB-903418,CUST-10269,Clube Top 20k,799.90,20000,2023-04-21T06:00:00Z,Paid,Credit Card
SUB-909336,CUST-10783,Clube Special 3k,129.90,3000,2023-04-21T07:00:00Z,Paid,Credit Card
SUB-905819,CUST-10503,Clube Plus 5k,219.90,5000,2023-04-21T08:00:00Z,Paid,Credit Card
SUB-901790,CUST-10150,Clube Top 20k,799.90,20000,2023-04-21T09:00:00Z,Paid,PIX Auto
SUB-909260,CUST-10778,Clube Super 10k,489.90,10000,2023-04-21T10:00:00Z,Paid,PIX Auto
SUB-909529,CUST-10799,Clube Top 20k,799.90,20000,2023-04-21T10:00:00Z,Paid,Credit Card
SUB-911301,CUST-10956,Clube Top 20k,799.90,20000,2023-04-21T10:00:00Z,Paid,PIX Auto
SUB-907794,CUST-10665,Clube Plus 5k,219.90,0,2023-04-21T11:00:00Z,Payment Failed,Auto Debit
SUB-911274,CUST-10954,Clube Special 3k,129.90,3000,2023-04-21T11:00:00Z,Paid,PIX Auto
SUB-905654,CUST-10481,Clube Classic 1k,44.90,1000,2023-04-22T06:00:00Z,Paid,Credit Card
SUB-907768,CUST-10664,Clube Top 20k,799.90,20000,2023-04-22T06:00:00Z,Paid,Auto Debit
SUB-904171,CUST-10346,Clube Special 3k,129.90,3000,2023-04-22T08:00:00Z,Paid,Credit Card
SUB-905351,CUST-10459,Clube Plus 5k,219.90,5000,2023-04-22T08:00:00Z,Paid,Credit Card
SUB-908016,CUST-10681,Clube Classic 1k,44.90,0,2023-04-22T08:00:00Z,Payment Failed,Credit Card
SUB-903931,CUST-10318,Clube Super 10k,489.90,10000,2023-04-22T10:00:00Z,Paid,Credit Card
SUB-910430,CUST-10876,Clube Special 3k,129.90,3000,2023-04-22T11:00:00Z,Paid,Credit Card
SUB-902497,CUST-10204,Clube Super 10k,489.90,10000,2023-04-23T06:00:00Z,Paid,Auto Debit
SUB-902047,CUST-10166,Clube Plus 5k,219.90,5000,2023-04-23T07:00:00Z,Paid,Credit Card
SUB-906293,CUST-10547,Clube Classic 1k,44.90,1000,2023-04-23T07:00:00Z,Paid,Credit Card
SUB-909225,CUST-10775,Clube Classic 1k,44.90,1000,2023-04-23T09:00:00Z,Paid,PIX Auto
SUB-905769,CUST-10498,Clube Plus 5k,219.90,5000,2023-04-23T10:00:00Z,Paid,Credit Card
SUB-909177,CUST-10771,Clube Plus 5k,219.90,5000,2023-04-23T10:00:00Z,Paid,Credit Card
SUB-911317,CUST-10957,Clube Plus 5k,219.90,5000,2023-04-23T11:00:00Z,Paid,Credit Card
SUB-902352,CUST-10190,Clube Classic 1k,44.90,0,2023-04-24T06:00:00Z,Refunded,Credit Card
SUB-907600,CUST-10651,Clube Super 10k,489.90,10000,2023-04-24T06:00:00Z,Paid,Auto Debit
SUB-900015,CUST-10002,Clube Super 10k,489.90,10000,2023-04-24T07:00:00Z,Paid,PIX Auto
SUB-903946,CUST-10319,Clube Special 3k,129.90,0,2023-04-24T07:00:00Z,Refunded,Credit Card
SUB-903907,CUST-10314,Clube Plus 5k,219.90,5000,2023-04-24T08:00:00Z,Paid,Credit Card
SUB-906541,CUST-10562,Clube Classic 1k,44.90,1000,2023-04-24T08:00:00Z,Paid,Credit Card
SUB-908139,CUST-10692,Clube Super 10k,489.90,10000,2023-04-24T08:00:00Z,Paid,PIX Auto
SUB-910060,CUST-10844,Clube Plus 5k,219.90,5000,2023-04-24T08:00:00Z,Paid,Credit Card
SUB-901103,CUST-10092,Clube Top 20k,799.90,20000,2023-04-24T09:00:00Z,Paid,Credit Card
SUB-904838,CUST-10412,Clube Super 10k,489.90,10000,2023-04-24T09:00:00Z,Paid,Credit Card
SUB-908486,CUST-10719,Clube Top 20k,799.90,20000,2023-04-24T09:00:00Z,Paid,Credit Card
SUB-901095,CUST-10090,Clube Top 20k,799.90,20000,2023-04-24T10:00:00Z,Paid,Credit Card
SUB-902020,CUST-10162,Clube Top 20k,799.90,20000,2023-04-24T11:00:00Z,Paid,PIX Auto
SUB-906977,CUST-10597,Clube Plus 5k,219.90,5000,2023-04-24T11:00:00Z,Paid,Credit Card
SUB-909609,CUST-10810,Clube Super 10k,489.90,10000,2023-04-25T06:00:00Z,Paid,Credit Card
SUB-905261,CUST-10451,Clube Plus 5k,219.90,5000,2023-04-25T07:00:00Z,Paid,Auto Debit
SUB-910110,CUST-10847,Clube Super 10k,489.90,10000,2023-04-25T08:00:00Z,Paid,Auto Debit
SUB-909858,CUST-10826,Clube Super 10k,489.90,10000,2023-04-25T09:00:00Z,Paid,Credit Card
SUB-906709,CUST-10574,Clube Super 10k,489.90,10000,2023-04-25T10:00:00Z,Paid,Credit Card
SUB-909543,CUST-10800,Clube Super 10k,489.90,10000,2023-04-25T10:00:00Z,Paid,Credit Card
SUB-902832,CUST-10232,Clube Top 20k,799.90,20000,2023-04-25T11:00:00Z,Paid,Credit Card
SUB-905441,CUST-10465,Clube Super 10k,489.90,10000,2023-04-25T12:00:00Z,Paid,PIX Auto
SUB-905420,CUST-10464,Clube Top 20k,799.90,20000,2023-04-26T06:00:00Z,Paid,Credit Card
SUB-904288,CUST-10360,Clube Plus 5k,219.90,5000,2023-04-26T08:00:00Z,Paid,PIX Auto
SUB-909002,CUST-10755,Clube Classic 1k,44.90,1000,2023-04-26T09:00:00Z,Paid,Credit Card
SUB-909578,CUST-10803,Clube Super 10k,489.90,10000,2023-04-26T09:00:00Z,Paid,Auto Debit
SUB-900493,CUST-10041,Clube Classic 1k,44.90,1000,2023-04-26T10:00:00Z,Paid,Credit Card
SUB-909553,CUST-10801,Clube Super 10k,489.90,10000,2023-04-26T10:00:00Z,Paid,Auto Debit
SUB-911206,CUST-10948,Clube Special 3k,129.90,3000,2023-04-27T08:00:00Z,Paid,Auto Debit
SUB-911371,CUST-10961,Clube Super 10k,489.90,10000,2023-04-27T08:00:00Z,Paid,Credit Card
SUB-905145,CUST-10439,Clube Plus 5k,219.90,0,2023-04-27T09:00:00Z,Payment Failed,Credit Card
SUB-907175,CUST-10616,Clube Plus 5k,219.90,5000,2023-04-27T09:00:00Z,Paid,Credit Card
SUB-908052,CUST-10684,Clube Plus 5k,219.90,5000,2023-04-27T09:00:00Z,Paid,PIX Auto
SUB-901464,CUST-10123,Clube Super 10k,489.90,10000,2023-04-28T06:00:00Z,Paid,PIX Auto
SUB-906415,CUST-10555,Clube Classic 1k,44.90,1000,2023-04-28T06:00:00Z,Paid,Credit Card
SUB-900955,CUST-10079,Clube Top 20k,799.90,20000,2023-04-28T07:00:00Z,Paid,Auto Debit
SUB-901314,CUST-10113,Clube Special 3k,129.90,3000,2023-04-28T07:00:00Z,Paid,PIX Auto
SUB-902624,CUST-10218,Clube Plus 5k,219.90,0,2023-04-28T07:00:00Z,Payment Failed,Credit Card
SUB-903897,CUST-10313,Clube Classic 1k,44.90,1000,2023-04-28T07:00:00Z,Paid,Credit Card
SUB-901753,CUST-10146,Clube Top 20k,799.90,20000,2023-04-28T08:00:00Z,Paid,Credit Card
SUB-900461,CUST-10034,Clube Top 20k,799.90,20000,2023-04-28T10:00:00Z,Paid,Credit Card
SUB-900484,CUST-10040,Clube Plus 5k,219.90,5000,2023-04-28T11:00:00Z,Paid,Credit Card
SUB-905703,CUST-10487,Clube Special 3k,129.90,0,2023-04-28T11:00:00Z,Cancelled,Credit Card
SUB-905521,CUST-10472,Clube Super 10k,489.90,10000,2023-04-28T12:00:00Z,Paid,Auto Debit
SUB-900055,CUST-10004,Clube Super 10k,489.90,10000,2023-04-29T08:00:00Z,Paid,Credit Card
SUB-900248,CUST-10018,Clube Top 20k,799.90,20000,2023-04-29T08:00:00Z,Paid,Credit Card
SUB-903878,CUST-10311,Clube Plus 5k,219.90,5000,2023-04-29T08:00:00Z,Paid,Credit Card
SUB-910766,CUST-10902,Clube Classic 1k,44.90,1000,2023-04-29T08:00:00Z,Paid,Credit Card
SUB-905866,CUST-10508,Clube Super 10k,489.90,10000,2023-04-29T09:00:00Z,Paid,Auto Debit
SUB-911626,CUST-10979,Clube Super 10k,489.90,10000,2023-04-29T10:00:00Z,Paid,Credit Card
SUB-908641,CUST-10729,Clube Top 20k,799.90,20000,2023-04-29T11:00:00Z,Paid,Credit Card
SUB-910256,CUST-10856,Clube Super 10k,489.90,10000,2023-04-29T11:00:00Z,Paid,PIX Auto
SUB-908191,CUST-10695,Clube Plus 5k,219.90,5000,2023-04-29T12:00:00Z,Paid,Credit Card
SUB-908264,CUST-10703,Clube Classic 1k,44.90,1000,2023-04-29T12:00:00Z,Paid,PIX Auto
SUB-909842,CUST-10825,Clube Plus 5k,219.90,5000,2023-04-29T12:00:00Z,Paid,Credit Card
SUB-900385,CUST-10028,Clube Super 10k,489.90,10000,2023-04-30T06:00:00Z,Paid,Credit Card
SUB-904459,CUST-10382,Clube Special 3k,129.90,3000,2023-04-30T06:00:00Z,Paid,Auto Debit
SUB-906348,CUST-10552,Clube Top 20k,799.90,20000,2023-04-30T07:00:00Z,Paid,Auto Debit
SUB-900614,CUST-10053,Clube Super 10k,489.90,10000,2023-04-30T08:00:00Z,Paid,Credit Card
SUB-907035,CUST-10600,Clube Super 10k,489.90,10000,2023-04-30T09:00:00Z,Paid,Auto Debit
SUB-908851,CUST-10742,Clube Classic 1k,44.90,1000,2023-04-30T09:00:00Z,Paid,Credit Card
SUB-903455,CUST-10277,Clube Special 3k,129.90,3000,2023-04-30T10:00:00Z,Paid,Credit Card
SUB-907558,CUST-10648,Clube Top 20k,799.90,20000,2023-04-30T11:00:00Z,Paid,Credit Card
SUB-903112,CUST-10252,Clube Super 10k,489.90,10000,2023-05-01T06:00:00Z,Paid,Auto Debit
SUB-903430,CUST-10272,Clube Plus 5k,219.90,5000,2023-05-01T06:00:00Z,Paid,Credit Card
SUB-905386,CUST-10462,Clube Special 3k,129.90,3000,2023-05-01T06:00:00Z,Paid,Credit Card
SUB-904946,CUST-10423,Clube Top 20k,799.90,20000,2023-05-01T08:00:00Z,Paid,Credit Card
SUB-909942,CUST-10834,Clube Special 3k,129.90,3000,2023-05-01T09:00:00Z,Paid,PIX Auto
SUB-910174,CUST-10851,Clube Plus 5k,219.90,5000,2023-05-02T07:00:00Z,Paid,Credit Card
SUB-904525,CUST-10388,Clube Plus 5k,219.90,5000,2023-05-02T08:00:00Z,Paid,Credit Card
SUB-904962,CUST-10424,Clube Super 10k,489.90,10000,2023-05-02T08:00:00Z,Paid,Credit Card
SUB-905538,CUST-10473,Clube Plus 5k,219.90,5000,2023-05-02T08:00:00Z,Paid,Credit Card
SUB-900193,CUST-10014,Clube Super 10k,489.90,10000,2023-05-02T09:00:00Z,Paid,Credit Card
SUB-901894,CUST-10155,Clube Super 10k,489.90,10000,2023-05-02T09:00:00Z,Paid,Credit Card
SUB-902132,CUST-10174,Clube Plus 5k,219.90,5000,2023-05-02T09:00:00Z,Paid,Auto Debit
SUB-911133,CUST-10937,Clube Super 10k,489.90,10000,2023-05-02T10:00:00Z,Paid,Credit Card
SUB-906575,CUST-10565,Clube Plus 5k,219.90,5000,2023-05-02T11:00:00Z,Paid,PIX Auto
SUB-907400,CUST-10635,Clube Plus 5k,219.90,5000,2023-05-02T11:00:00Z,Paid,Auto Debit
SUB-903399,CUST-10268,Clube Top 20k,799.90,20000,2023-05-02T12:00:00Z,Paid,Credit Card
SUB-911071,CUST-10934,Clube Plus 5k,219.90,5000,2023-05-02T12:00:00Z,Paid,PIX Auto
SUB-905163,CUST-10440,Clube Top 20k,799.90,20000,2023-05-03T06:00:00Z,Paid,Credit Card
SUB-905794,CUST-10501,Clube Super 10k,489.90,10000,2023-05-03T07:00:00Z,Paid,Credit Card
SUB-903068,CUST-10248,Clube Super 10k,489.90,10000,2023-05-03T08:00:00Z,Paid,Credit Card
SUB-906890,CUST-10591,Clube Super 10k,489.90,10000,2023-05-03T08:00:00Z,Paid,Auto Debit
SUB-911349,CUST-10960,Clube Super 10k,489.90,10000,2023-05-03T10:00:00Z,Paid,Credit Card
SUB-908215,CUST-10697,Clube Top 20k,799.90,20000,2023-05-03T11:00:00Z,Paid,Credit Card
SUB-907795,CUST-10666,Clube Plus 5k,219.90,5000,2023-05-03T12:00:00Z,Paid,Auto Debit
SUB-901981,CUST-10160,Clube Classic 1k,44.90,1000,2023-05-04T06:00:00Z,Paid,Auto Debit
SUB-903143,CUST-10253,Clube Super 10k,489.90,10000,2023-05-04T06:00:00Z,Paid,Auto Debit
SUB-904791,CUST-10409,Clube Top 20k,799.90,20000,2023-05-04T07:00:00Z,Paid,Credit Card
SUB-903692,CUST-10299,Clube Top 20k,799.90,20000,2023-05-04T08:00:00Z,Paid,Auto Debit
SUB-908297,CUST-10705,Clube Super 10k,489.90,10000,2023-05-04T08:00:00Z,Paid,Credit Card
SUB-909736,CUST-10817,Clube Classic 1k,44.90,1000,2023-05-04T08:00:00Z,Paid,Auto Debit
SUB-907118,CUST-10607,Clube Super 10k,489.90,10000,2023-05-04T09:00:00Z,Paid,PIX Auto
SUB-900821,CUST-10068,Clube Top 20k,799.90,20000,2023-05-04T10:00:00Z,Paid,Credit Card
SUB-901844,CUST-10152,Clube Top 20k,799.90,0,2023-05-04T10:00:00Z,Payment Failed,Credit Card
SUB-902446,CUST-10200,Clube Plus 5k,219.90,5000,2023-05-04T10:00:00Z,Paid,Credit Card
SUB-910071,CUST-10845,Clube Special 3k,129.90,3000,2023-05-04T11:00:00Z,Paid,Credit Card
SUB-908962,CUST-10753,Clube Top 20k,799.90,20000,2023-05-04T12:00:00Z,Paid,PIX Auto
SUB-900470,CUST-10038,Clube Plus 5k,219.90,5000,2023-05-05T06:00:00Z,Paid,Credit Card
SUB-908743,CUST-10735,Clube Plus 5k,219.90,5000,2023-05-05T07:00:00Z,Paid,Auto Debit
SUB-908939,CUST-10751,Clube Special 3k,129.90,3000,2023-05-05T07:00:00Z,Paid,Auto Debit
SUB-907585,CUST-10650,Clube Super 10k,489.90,10000,2023-05-05T08:00:00Z,Paid,Credit Card
SUB-903758,CUST-10302,Clube Super 10k,489.90,10000,2023-05-05T09:00:00Z,Paid,Credit Card
SUB-905057,CUST-10433,Clube Plus 5k,219.90,5000,2023-05-05T09:00:00Z,Paid,Credit Card
SUB-906075,CUST-10530,Clube Special 3k,129.90,3000,2023-05-05T09:00:00Z,Paid,PIX Auto
SUB-902885,CUST-10237,Clube Top 20k,799.90,20000,2023-05-05T10:00:00Z,Paid,Auto Debit
SUB-906948,CUST-10594,Clube Special 3k,129.90,3000,2023-05-05T10:00:00Z,Paid,PIX Auto
SUB-909663,CUST-10813,Clube Top 20k,799.90,20000,2023-05-05T11:00:00Z,Paid,Credit Card
SUB-910632,CUST-10891,Clube Special 3k,129.90,3000,2023-05-05T11:00:00Z,Paid,Credit Card
SUB-901817,CUST-10151,Clube Classic 1k,44.90,1000,2023-05-05T12:00:00Z,Paid,Auto Debit
SUB-904539,CUST-10389,Clube Super 10k,489.90,10000,2023-05-05T12:00:00Z,Paid,Credit Card
SUB-911015,CUST-10925,Clube Classic 1k,44.90,1000,2023-05-05T12:00:00Z,Paid,PIX Auto
SUB-906921,CUST-10592,Clube Top 20k,799.90,20000,2023-05-06T06:00:00Z,Paid,Credit Card
SUB-909067,CUST-10763,Clube Top 20k,799.90,20000,2023-05-06T08:00:00Z,Paid,Credit Card
SUB-909998,CUST-10840,Clube Super 10k,489.90,10000,2023-05-06T08:00:00Z,Paid,Credit Card
SUB-909184,CUST-10772,Clube Super 10k,489.90,10000,2023-05-06T09:00:00Z,Paid,Credit Card
SUB-909779,CUST-10821,Clube Super 10k,489.90,10000,2023-05-06T09:00:00Z,Paid,Credit Card
SUB-906737,CUST-10577,Clube Top 20k,799.90,20000,2023-05-06T10:00:00Z,Paid,Credit Card
SUB-903046,CUST-10247,Clube Classic 1k,44.90,1000,2023-05-06T12:00:00Z,Paid,Credit Card
SUB-909480,CUST-10795,Clube Plus 5k,219.90,5000,2023-05-07T06:00:00Z,Paid,PIX Auto
SUB-911096,CUST-10935,Clube Special 3k,129.90,3000,2023-05-07T06:00:00Z,Paid,Credit Card
SUB-907128,CUST-10610,Clube Plus 5k,219.90,5000,2023-05-07T07:00:00Z,Paid,Credit Card
SUB-911752,CUST-10989,Clube Plus 5k,219.90,5000,2023-05-07T07:00:00Z,Paid,Credit Card
SUB-900500,CUST-10042,Clube Top 20k,799.90,20000,2023-05-07T08:00:00Z,Paid,PIX Auto
SUB-908564,CUST-10723,Clube Classic 1k,44.90,1000,2023-05-07T08:00:00Z,Paid,Credit Card
SUB-906763,CUST-10580,Clube Top 20k,799.90,20000,2023-05-07T11:00:00Z,Paid,PIX Auto
SUB-908980,CUST-10754,Clube Plus 5k,219.90,5000,2023-05-07T12:00:00Z,Paid,Credit Card
SUB-908257,CUST-10701,Clube Top 20k,799.90,20000,2023-05-08T06:00:00Z,Paid,Credit Card
SUB-910483,CUST-10881,Clube Special 3k,129.90,3000,2023-05-08T06:00:00Z,Paid,Credit Card
SUB-908272,CUST-10704,Clube Special 3k,129.90,3000,2023-05-08T07:00:00Z,Paid,Credit Card
SUB-900310,CUST-10023,Clube Super 10k,489.90,10000,2023-05-08T10:00:00Z,Paid,Auto Debit
SUB-908732,CUST-10734,Clube Plus 5k,219.90,5000,2023-05-08T10:00:00Z,Paid,PIX Auto
SUB-900220,CUST-10015,Clube Plus 5k,219.90,5000,2023-05-08T12:00:00Z,Paid,Credit Card
SUB-904193,CUST-10352,Clube Top 20k,799.90,20000,2023-05-08T12:00:00Z,Paid,PIX Auto
SUB-904095,CUST-10335,Clube Top 20k,799.90,20000,2023-05-09T07:00:00Z,Paid,Auto Debit
SUB-904167,CUST-10342,Clube Classic 1k,44.90,1000,2023-05-09T07:00:00Z,Paid,Credit Card
SUB-909288,CUST-10779,Clube Plus 5k,219.90,5000,2023-05-09T08:00:00Z,Paid,Credit Card
SUB-910039,CUST-10843,Clube Classic 1k,44.90,1000,2023-05-09T08:00:00Z,Paid,Credit Card
SUB-901306,CUST-10112,Clube Plus 5k,219.90,5000,2023-05-09T09:00:00Z,Paid,PIX Auto
SUB-901934,CUST-10157,Clube Super 10k,489.90,10000,2023-05-09T09:00:00Z,Paid,Credit Card
SUB-903472,CUST-10279,Clube Super 10k,489.90,10000,2023-05-09T09:00:00Z,Paid,Auto Debit
SUB-905009,CUST-10426,Clube Plus 5k,219.90,5000,2023-05-09T09:00:00Z,Paid,Credit Card
SUB-909897,CUST-10828,Clube Super 10k,489.90,10000,2023-05-09T12:00:00Z,Paid,Credit Card
SUB-911431,CUST-10966,Clube Plus 5k,219.90,5000,2023-05-09T12:00:00Z,Paid,PIX Auto
SUB-908359,CUST-10709,Clube Top 20k,799.90,20000,2023-05-10T06:00:00Z,Paid,Credit Card
SUB-910201,CUST-10853,Clube Top 20k,799.90,20000,2023-05-10T06:00:00Z,Paid,Credit Card
SUB-902668,CUST-10220,Clube Top 20k,799.90,20000,2023-05-10T07:00:00Z,Paid,Credit Card
SUB-903807,CUST-10305,Clube Top 20k,799.90,20000,2023-05-10T07:00:00Z,Paid,Credit Card
SUB-903019,CUST-10245,Clube Plus 5k,219.90,5000,2023-05-10T08:00:00Z,Paid,Auto Debit
SUB-907707,CUST-10660,Clube Top 20k,799.90,20000,2023-05-10T08:00:00Z,Paid,Credit Card
SUB-911483,CUST-10971,Clube Plus 5k,219.90,5000,2023-05-10T08:00:00Z,Paid,Credit Card
SUB-900415,CUST-10031,Clube Plus 5k,219.90,5000,2023-05-10T09:00:00Z,Paid,PIX Auto
SUB-900571,CUST-10048,Clube Top 20k,799.90,20000,2023-05-10T09:00:00Z,Paid,Credit Card
SUB-908086,CUST-10688,Clube Super 10k,489.90,10000,2023-05-10T09:00:00Z,Paid,Credit Card
SUB-901276,CUST-10104,Clube Super 10k,489.90,10000,2023-05-10T10:00:00Z,Paid,Credit Card
SUB-907207,CUST-10618,Clube Plus 5k,219.90,0,2023-05-10T10:00:00Z,Payment Failed,PIX Auto
SUB-908863,CUST-10746,Clube Top 20k,799.90,20000,2023-05-10T10:00:00Z,Paid,Credit Card
SUB-909926,CUST-10832,Clube Super 10k,489.90,10000,2023-05-10T10:00:00Z,Paid,PIX Auto
SUB-900033,CUST-10003,Clube Top 20k,799.90,20000,2023-05-10T11:00:00Z,Paid,Credit Card
SUB-910688,CUST-10896,Clube Super 10k,489.90,10000,2023-05-10T11:00:00Z,Paid,PIX Auto
SUB-905501,CUST-10469,Clube Classic 1k,44.90,1000,2023-05-10T12:00:00Z,Paid,Auto Debit
SUB-906775,CUST-10581,Clube Super 10k,489.90,10000,2023-05-10T12:00:00Z,Paid,Credit Card
SUB-910753,CUST-10900,Clube Top 20k,799.90,20000,2023-05-10T12:00:00Z,Paid,Credit Card
SUB-906636,CUST-10570,Clube Classic 1k,44.90,1000,2023-05-11T06:00:00Z,Paid,PIX Auto
SUB-909769,CUST-10820,Clube Plus 5k,219.90,5000,2023-05-11T06:00:00Z,Paid,Credit Card
SUB-910405,CUST-10874,Clube Classic 1k,44.90,1000,2023-05-11T06:00:00Z,Paid,Credit Card
SUB-906258,CUST-10545,Clube Top 20k,799.90,20000,2023-05-11T07:00:00Z,Paid,Auto Debit
SUB-911545,CUST-10976,Clube Classic 1k,44.90,1000,2023-05-11T08:00:00Z,Paid,Credit Card
SUB-900443,CUST-10033,Clube Plus 5k,219.90,5000,2023-05-11T09:00:00Z,Paid,Credit Card
SUB-901043,CUST-10085,Clube Plus 5k,219.90,5000,2023-05-11T09:00:00Z,Paid,Credit Card
SUB-904869,CUST-10415,Clube Top 20k,799.90,20000,2023-05-11T09:00:00Z,Paid,Credit Card
SUB-908912,CUST-10750,Clube Special 3k,129.90,3000,2023-05-11T09:00:00Z,Paid,Credit Card
SUB-900811,CUST-10066,Clube Special 3k,129.90,0,2023-05-11T11:00:00Z,Payment Failed,Credit Card
SUB-905742,CUST-10493,Clube Super 10k,489.90,10000,2023-05-11T11:00:00Z,Paid,PIX Auto
SUB-909311,CUST-10780,Clube Special 3k,129.90,3000,2023-05-11T11:00:00Z,Paid,Auto Debit
SUB-909427,CUST-10790,Clube Special 3k,129.90,3000,2023-05-11T12:00:00Z,Paid,Credit Card
SUB-910345,CUST-10870,Clube Super 10k,489.90,10000,2023-05-11T12:00:00Z,Paid,Auto Debit
SUB-904312,CUST-10361,Clube Plus 5k,219.90,5000,2023-05-12T06:00:00Z,Paid,Credit Card
SUB-911027,CUST-10926,Clube Classic 1k,44.90,1000,2023-05-12T06:00:00Z,Paid,Credit Card
SUB-905595,CUST-10479,Clube Top 20k,799.90,20000,2023-05-12T07:00:00Z,Paid,Credit Card
SUB-908539,CUST-10721,Clube Top 20k,799.90,20000,2023-05-12T07:00:00Z,Paid,PIX Auto
SUB-909399,CUST-10789,Clube Top 20k,799.90,20000,2023-05-12T07:00:00Z,Paid,Credit Card
SUB-909953,CUST-10835,Clube Top 20k,799.90,20000,2023-05-12T07:00:00Z,Paid,Credit Card
SUB-911238,CUST-10952,Clube Super 10k,489.90,10000,2023-05-12T07:00:00Z,Paid,Credit Card
SUB-900093,CUST-10008,Clube Plus 5k,219.90,5000,2023-05-12T08:00:00Z,Paid,Auto Debit
SUB-903727,CUST-10301,Clube Special 3k,129.90,3000,2023-05-12T08:00:00Z,Paid,Auto Debit
SUB-911335,CUST-10959,Clube Plus 5k,219.90,5000,2023-05-12T08:00:00Z,Paid,Credit Card
SUB-911503,CUST-10972,Clube Super 10k,489.90,10000,2023-05-12T08:00:00Z,Paid,Credit Card
SUB-902328,CUST-10189,Clube Top 20k,799.90,20000,2023-05-12T09:00:00Z,Paid,PIX Auto
SUB-901635,CUST-10135,Clube Top 20k,799.90,20000,2023-05-12T11:00:00Z,Paid,Credit Card
SUB-903180,CUST-10254,Clube Super 10k,489.90,10000,2023-05-12T11:00:00Z,Paid,Auto Debit
SUB-909831,CUST-10824,Clube Top 20k,799.90,20000,2023-05-12T11:00:00Z,Paid,Credit Card
SUB-910540,CUST-10884,Clube Special 3k,129.90,3000,2023-05-12T11:00:00Z,Paid,Credit Card
