InteractionId,CustomerId,ProductId,InteractionType,InteractionDate
INT-103882,CUST-10846,PROD-045,View,2023-06-11T02:59:00Z
INT-112037,CUST-10840,PROD-006,CartAdd,2023-06-11T03:31:00Z
INT-109730,CUST-10559,PROD-041,View,2023-06-11T03:37:00Z
INT-111117,CUST-10686,PROD-014,View,2023-06-11T05:22:00Z
INT-100227,CUST-10031,PROD-011,View,2023-06-11T05:41:00Z
INT-103671,CUST-10329,PROD-033,View,2023-06-11T10:32:00Z
INT-114430,CUST-10336,PROD-006,View,2023-06-11T10:59:00Z
INT-110464,CUST-10957,PROD-049,View,2023-06-11T13:27:00Z
INT-100931,CUST-10951,PROD-044,CartAdd,2023-06-11T16:00:00Z
INT-119583,CUST-10894,PROD-032,Wishlist,2023-06-11T16:27:00Z
INT-108135,CUST-10087,PROD-037,Wishlist,2023-06-11T22:17:00Z
INT-102916,CUST-10906,PROD-010,View,2023-06-11T22:47:00Z
INT-101461,CUST-10554,PROD-029,View,2023-06-11T23:33:00Z
INT-115465,CUST-10881,PROD-035,View,2023-06-12T01:40:00Z
INT-100966,CUST-10853,PROD-004,View,2023-06-12T03:24:00Z
INT-110871,CUST-10044,PROD-050,Wishlist,2023-06-12T03:42:00Z
INT-111034,CUST-10596,PROD-022,View,2023-06-12T04:19:00Z
INT-100221,CUST-10073,PROD-049,View,2023-06-12T05:41:00Z
INT-102542,CUST-10063,PROD-042,CartAdd,2023-06-12T10:50:00Z
INT-107230,CUST-10776,PROD-009,View,2023-06-12T11:31:00Z
INT-105294,CUST-10032,PROD-030,CartAdd,2023-06-12T15:24:00Z
INT-108859,CUST-10874,PROD-023,View,2023-06-12T16:18:00Z
INT-114368,CUST-10504,PROD-010,View,2023-06-12T20:26:00Z
INT-114792,CUST-10116,PROD-047,View,2023-06-12T21:28:00Z
INT-102112,CUST-10323,PROD-041,View,2023-06-12T22:34:00Z
INT-102776,CUST-10010,PROD-034,View,2023-06-13T01:21:00Z
INT-103772,CUST-10501,PROD-044,View,2023-06-13T01:32:00Z
INT-116321,CUST-10851,PROD-022,View,2023-06-13T01:50:00Z
INT-116523,CUST-10668,PROD-029,View,2023-06-13T02:12:00Z
INT-104566,CUST-10373,PROD-034,CartAdd,2023-06-13T03:50:00Z
INT-117803,CUST-10458,PROD-025,View,2023-06-13T04:48:00Z
INT-112125,CUST-10107,PROD-015,View,2023-06-13T05:27:00Z
INT-106712,CUST-10824,PROD-040,View,2023-06-13T05:29:00Z
INT-104819,CUST-10190,PROD-048,Wishlist,2023-06-13T05:55:00Z
INT-102544,CUST-10875,PROD-023,View,2023-06-13T06:23:00Z
INT-116697,CUST-10984,PROD-032,View,2023-06-13T07:32:00Z
INT-119333,CUST-10291,PROD-014,View,2023-06-13T08:21:00Z
INT-116878,CUST-10861,PROD-017,Wishlist,2023-06-13T08:34:00Z
INT-115976,CUST-10027,PROD-044,View,2023-06-13T08:58:00Z
INT-103225,CUST-10706,PROD-008,Wishlist,2023-06-13T14:50:00Z
INT-100564,CUST-10278,PROD-026,View,2023-06-13T20:07:00Z
INT-113210,CUST-10239,PROD-029,CartAdd,2023-06-13T21:59:00Z
INT-119697,CUST-10940,PROD-003,View,2023-06-13T22:15:00Z
INT-103045,CUST-10535,PROD-040,View,2023-06-14T01:06:00Z
INT-103015,CUST-10443,PROD-016,View,2023-06-14T02:25:00Z
INT-101937,CUST-10104,PROD-026,Wishlist,2023-06-14T03:23:00Z
INT-101753,CUST-10607,PROD-010,CartAdd,2023-06-14T05:39:00Z
INT-113613,CUST-10263,PROD-003,CartAdd,2023-06-14T07:13:00Z
INT-101429,CUST-10960,PROD-027,View,2023-06-14T07:46:00Z
INT-105170,CUST-10596,PROD-009,View,2023-06-14T09:36:00Z
INT-102107,CUST-10181,PROD-010,View,2023-06-14T11:47:00Z
INT-106915,CUST-10196,PROD-008,View,2023-06-14T12:41:00Z
INT-101777,CUST-10027,PROD-004,View,2023-06-14T17:03:00Z
INT-116281,CUST-10922,PROD-010,View,2023-06-14T20:05:00Z
INT-104878,CUST-10295,PROD-038,View,2023-06-15T00:17:00Z
INT-115164,CUST-10979,PROD-006,Wishlist,2023-06-15T00:35:00Z
INT-117265,CUST-10055,PROD-001,View,2023-06-15T02:23:00Z
INT-108879,CUST-10860,PROD-003,View,2023-06-15T08:24:00Z
INT-117559,CUST-10667,PROD-002,View,2023-06-15T08:32:00Z
INT-103543,CUST-10707,PROD-011,View,2023-06-15T15:49:00Z
INT-117243,CUST-10553,PROD-039,View,2023-06-15T16:07:00Z
INT-113915,CUST-10980,PROD-014,View,2023-06-15T16:21:00Z
INT-112824,CUST-10709,PROD-005,Wishlist,2023-06-15T21:08:00Z
INT-105596,CUST-10438,PROD-034,View,2023-06-15T23:07:00Z
INT-101513,CUST-10176,PROD-043,View,2023-06-16T02:04:00Z
INT-113310,CUST-10514,PROD-049,View,2023-06-16T02:22:00Z
INT-109329,CUST-10839,PROD-011,Wishlist,2023-06-16T02:56:00Z
INT-109975,CUST-10915,PROD-017,View,2023-06-16T03:00:00Z
INT-113297,CUST-10221,PROD-043,View,2023-06-16T03:10:00Z
INT-114954,CUST-10576,PROD-024,View,2023-06-16T03:14:00Z
INT-116528,CUST-10683,PROD-021,View,2023-06-16T04:02:00Z
INT-116518,CUST-10934,PROD-011,View,2023-06-16T04:35:00Z
INT-105202,CUST-10128,PROD-026,View,2023-06-16T05:42:00Z
INT-108399,CUST-10113,PROD-014,CartAdd,2023-06-16T08:24:00Z
INT-100350,CUST-10081,PROD-047,View,2023-06-16T09:46:00Z
INT-101587,CUST-10478,PROD-004,View,2023-06-16T13:27:00Z
INT-111154,CUST-10016,PROD-008,View,2023-06-16T13:43:00Z
INT-106354,CUST-10015,PROD-003,View,2023-06-16T14:46:00Z
INT-116203,CUST-10662,PROD-003,View,2023-06-16T17:08:00Z
INT-115933,CUST-10598,PROD-039,View,2023-06-16T18:29:00Z
INT-108275,CUST-10246,PROD-037,View,2023-06-17T02:38:00Z
INT-112546,CUST-10420,PROD-007,View,2023-06-17T03:10:00Z
INT-115533,CUST-10131,PROD-030,View,2023-06-17T04:50:00Z
INT-112728,CUST-10537,PROD-019,Wishlist,2023-06-17T07:35:00Z
INT-110615,CUST-10101,PROD-024,View,2023-06-17T07:51:00Z
INT-101384,CUST-10952,PROD-011,View,2023-06-17T07:55:00Z
INT-116403,CUST-10951,PROD-046,View,2023-06-17T08:48:00Z
INT-102386,CUST-10286,PROD-034,Wishlist,2023-06-17T13:19:00Z
INT-112564,CUST-10175,PROD-042,View,2023-06-17T14:24:00Z
INT-119710,CUST-10375,PROD-047,Wishlist,2023-06-17T18:56:00Z
INT-111463,CUST-10263,PROD-027,View,2023-06-17T19:14:00Z
INT-107939,CUST-10423,PROD-001,View,2023-06-17T19:32:00Z
INT-105652,CUST-10033,PROD-003,View,2023-06-17T20:38:00Z
INT-114478,CUST-10656,PROD-015,View,2023-06-17T23:36:00Z
INT-116718,CUST-10458,PROD-029,View,2023-06-18T00:25:00Z
INT-104364,CUST-10433,PROD-029,View,2023-06-18T06:22:00Z
INT-118634,CUST-10590,PROD-010,Wishlist,2023-06-18T09:24:00Z
INT-117655,CUST-10762,PROD-036,View,2023-06-18T12:13:00Z
INT-116376,CUST-10766,PROD-004,View,2023-06-18T13:11:00Z
INT-107919,CUST-10669,PROD-024,View,2023-06-18T13:24:00Z
INT-110745,CUST-10046,PROD-045,View,2023-06-18T13:35:00Z
INT-107239,CUST-10831,PROD-034,View,2023-06-18T14:28:00Z
INT-114007,CUST-10119,PROD-006,View,2023-06-18T17:33:00Z
INT-105947,CUST-10094,PROD-019,View,2023-06-18T19:03:00Z
INT-111270,CUST-10691,PROD-033,CartAdd,2023-06-19T00:41:00Z
INT-119211,CUST-10164,PROD-017,View,2023-06-19T04:04:00Z
INT-106465,CUST-10914,PROD-023,View,2023-06-19T04:09:00Z
INT-115078,CUST-10787,PROD-045,View,2023-06-19T07:11:00Z
INT-116713,CUST-10431,PROD-013,View,2023-06-19T07:43:00Z
INT-119915,CUST-10799,PROD-046,CartAdd,2023-06-19T08:06:00Z
INT-100705,CUST-10076,PROD-048,View,2023-06-19T08:18:00Z
INT-108111,CUST-10177,PROD-033,CartAdd,2023-06-19T08:22:00Z
INT-101108,CUST-10430,PROD-004,View,2023-06-19T09:26:00Z
INT-115102,CUST-10625,PROD-011,View,2023-06-19T10:42:00Z
INT-112446,CUST-10435,PROD-011,View,2023-06-19T11:11:00Z
INT-115180,CUST-10685,PROD-043,View,2023-06-19T11:29:00Z
INT-110302,CUST-10430,PROD-047,Wishlist,2023-06-19T11:38:00Z
INT-118068,CUST-10344,PROD-006,View,2023-06-19T12:21:00Z
INT-115519,CUST-10958,PROD-032,Wishlist,2023-06-19T13:14:00Z
INT-111822,CUST-10719,PROD-012,Wishlist,2023-06-19T19:42:00Z
INT-109725,CUST-10762,PROD-006,Wishlist,2023-06-19T20:17:00Z
INT-107493,CUST-10894,PROD-036,Wishlist,2023-06-20T03:00:00Z
INT-100477,CUST-10107,PROD-011,View,2023-06-20T05:41:00Z
INT-110838,CUST-10241,PROD-033,View,2023-06-20T09:05:00Z
INT-107594,CUST-10310,PROD-035,View,2023-06-20T10:39:00Z
INT-113939,CUST-10487,PROD-022,CartAdd,2023-06-20T11:32:00Z
INT-102957,CUST-10850,PROD-028,View,2023-06-20T12:14:00Z
INT-114948,CUST-10438,PROD-011,View,2023-06-20T12:58:00Z
INT-119231,CUST-10987,PROD-010,View,2023-06-20T13:59:00Z
INT-109029,CUST-10959,PROD-031,View,2023-06-20T17:34:00Z
INT-118273,CUST-10057,PROD-048,View,2023-06-20T17:40:00Z
INT-103732,CUST-10548,PROD-038,View,2023-06-20T17:54:00Z
INT-100030,CUST-10637,PROD-040,View,2023-06-20T22:08:00Z
INT-118725,CUST-10470,PROD-003,Wishlist,2023-06-20T22:12:00Z
INT-114540,CUST-10769,PROD-032,View,2023-06-21T00:42:00Z
INT-115961,CUST-10536,PROD-009,View,2023-06-21T01:34:00Z
INT-105146,CUST-10113,PROD-019,View,2023-06-21T03:08:00Z
INT-109663,CUST-10047,PROD-034,Wishlist,2023-06-21T03:36:00Z
INT-108391,CUST-10413,PROD-042,View,2023-06-21T06:31:00Z
INT-119414,CUST-10451,PROD-044,View,2023-06-21T08:18:00Z
INT-104239,CUST-10621,PROD-045,View,2023-06-21T13:33:00Z
INT-101271,CUST-10185,PROD-013,View,2023-06-21T15:59:00Z
INT-114895,CUST-10023,PROD-020,Wishlist,2023-06-21T23:31:00Z
INT-118937,CUST-10816,PROD-026,View,2023-06-22T00:35:00Z
INT-117540,CUST-10114,PROD-012,CartAdd,2023-06-22T00:59:00Z
INT-102041,CUST-10511,PROD-012,Wishlist,2023-06-22T01:10:00Z
INT-108779,CUST-10540,PROD-027,View,2023-06-22T01:33:00Z
INT-107937,CUST-10279,PROD-006,View,2023-06-22T04:21:00Z
INT-102952,CUST-10630,PROD-025,Wishlist,2023-06-22T05:38:00Z
INT-107109,CUST-10929,PROD-005,View,2023-06-22T06:55:00Z
INT-110932,CUST-10242,PROD-005,View,2023-06-22T07:13:00Z
INT-114970,CUST-10876,PROD-043,View,2023-06-22T08:09:00Z
INT-112926,CUST-10716,PROD-037,View,2023-06-22T08:29:00Z
INT-117938,CUST-10664,PROD-025,View,2023-06-22T08:52:00Z
INT-101665,CUST-10989,PROD-043,View,2023-06-22T09:32:00Z
INT-103351,CUST-10159,PROD-032,View,2023-06-22T10:21:00Z
INT-118055,CUST-10136,PROD-033,Wishlist,2023-06-22T12:18:00Z
INT-117267,CUST-10043,PROD-016,Wishlist,2023-06-22T13:44:00Z
INT-105079,CUST-11000,PROD-027,View,2023-06-22T15:27:00Z
INT-114255,CUST-10547,PROD-050,View,2023-06-22T15:55:00Z
INT-101872,CUST-10904,PROD-024,View,2023-06-22T19:09:00Z
INT-105801,CUST-10770,PROD-037,View,2023-06-22T20:22:00Z
INT-115348,CUST-10438,PROD-016,View,2023-06-22T23:45:00Z
INT-118906,CUST-10243,PROD-013,Wishlist,2023-06-23T01:18:00Z
INT-119896,CUST-10560,PROD-012,View,2023-06-23T04:32:00Z
INT-101639,CUST-10251,PROD-032,Wishlist,2023-06-23T06:50:00Z
INT-112992,CUST-10223,PROD-036,CartAdd,2023-06-23T07:03:00Z
INT-112630,CUST-10668,PROD-028,CartAdd,2023-06-23T07:16:00Z
INT-100794,CUST-10258,PROD-040,CartAdd,2023-06-23T07:31:00Z
INT-104820,CUST-10793,PROD-001,View,2023-06-23T07:31:00Z
INT-100885,CUST-10390,PROD-004,View,2023-06-23T10:53:00Z
INT-114247,CUST-10930,PROD-003,View,2023-06-23T11:02:00Z
INT-115315,CUST-10986,PROD-030,CartAdd,2023-06-23T11:20:00Z
INT-101792,CUST-10273,PROD-011,View,2023-06-23T12:11:00Z
INT-103115,CUST-10028,PROD-013,View,2023-06-23T12:24:00Z
INT-112048,CUST-10047,PROD-009,Wishlist,2023-06-23T21:29:00Z
INT-114202,CUST-10517,PROD-020,View,2023-06-23T22:47:00Z
INT-115477,CUST-10582,PROD-010,Wishlist,2023-06-24T00:54:00Z
INT-115068,CUST-10627,PROD-040,View,2023-06-24T00:55:00Z
INT-103460,CUST-10534,PROD-028,View,2023-06-24T05:26:00Z
INT-100276,CUST-10893,PROD-016,View,2023-06-24T08:53:00Z
INT-108125,CUST-10644,PROD-003,View,2023-06-24T11:54:00Z
INT-109991,CUST-10130,PROD-024,View,2023-06-24T13:35:00Z
INT-109726,CUST-10610,PROD-006,Wishlist,2023-06-24T17:24:00Z
INT-109943,CUST-10113,PROD-017,View,2023-06-24T17:49:00Z
INT-119858,CUST-10692,PROD-041,View,2023-06-24T19:59:00Z
INT-108216,CUST-10093,PROD-023,View,2023-06-24T20:33:00Z
INT-112979,CUST-10608,PROD-026,View,2023-06-24T21:12:00Z
INT-117204,CUST-10522,PROD-049,View,2023-06-24T22:50:00Z
INT-119596,CUST-10350,PROD-029,View,2023-06-24T23:14:00Z
INT-100039,CUST-10996,PROD-023,View,2023-06-24T23:30:00Z
INT-105150,CUST-10575,PROD-025,View,2023-06-25T04:21:00Z
INT-110588,CUST-10598,PROD-031,View,2023-06-25T07:38:00Z
INT-114753,CUST-10501,PROD-047,View,2023-06-25T08:07:00Z
INT-107326,CUST-10492,PROD-042,View,2023-06-25T09:18:00Z
INT-107102,CUST-10125,PROD-007,View,2023-06-25T09:27:00Z
INT-117256,CUST-10279,PROD-010,View,2023-06-25T10:00:00Z
INT-119916,CUST-10984,PROD-031,View,2023-06-25T10:30:00Z
INT-118539,CUST-10897,PROD-034,View,2023-06-25T10:31:00Z
INT-101570,CUST-10918,PROD-023,View,2023-06-25T11:12:00Z
INT-118170,CUST-10652,PROD-040,View,2023-06-25T18:28:00Z
INT-116226,CUST-10951,PROD-045,Wishlist,2023-06-25T19:05:00Z
INT-105110,CUST-10710,PROD-023,View,2023-06-25T19:22:00Z
INT-109239,CUST-10229,PROD-009,View,2023-06-25T19:51:00Z
INT-103947,CUST-10494,PROD-020,View,2023-06-25T21:12:00Z
INT-107535,CUST-10200,PROD-036,View,2023-06-25T21:47:00Z
INT-114732,CUST-10715,PROD-015,View,2023-06-26T05:22:00Z
INT-106412,CUST-10562,PROD-038,View,2023-06-26T05:43:00Z
INT-109169,CUST-10314,PROD-009,View,2023-06-26T08:12:00Z
INT-111228,CUST-10478,PROD-006,View,2023-06-26T10:46:00Z
INT-104193,CUST-10732,PROD-045,CartAdd,2023-06-26T11:17:00Z
INT-117548,CUST-10823,PROD-041,View,2023-06-26T11:21:00Z
INT-114523,CUST-10994,PROD-033,View,2023-06-26T13:07:00Z
INT-114947,CUST-10574,PROD-005,View,2023-06-26T14:14:00Z
INT-118783,CUST-10691,PROD-006,View,2023-06-26T14:52:00Z
INT-116123,CUST-10128,PROD-018,Wishlist,2023-06-26T17:32:00Z
INT-102850,CUST-10276,PROD-020,View,2023-06-26T23:56:00Z
INT-111231,CUST-10594,PROD-043,View,2023-06-27T02:07:00Z
INT-111278,CUST-10847,PROD-027,CartAdd,2023-06-27T06:59:00Z
INT-104075,CUST-10705,PROD-021,View,2023-06-27T08:23:00Z
INT-107264,CUST-10991,PROD-027,View,2023-06-27T08:55:00Z
INT-119683,CUST-10624,PROD-016,Wishlist,2023-06-27T10:57:00Z
INT-108705,CUST-10067,PROD-010,View,2023-06-27T12:28:00Z
INT-105389,CUST-10396,PROD-007,View,2023-06-27T12:44:00Z
INT-101112,CUST-10521,PROD-024,View,2023-06-27T12:52:00Z
INT-117743,CUST-10235,PROD-021,CartAdd,2023-06-27T14:43:00Z
INT-110746,CUST-10518,PROD-025,View,2023-06-27T15:15:00Z
INT-110140,CUST-10520,PROD-035,Wishlist,2023-06-27T15:29:00Z
INT-109865,CUST-10662,PROD-005,View,2023-06-27T15:54:00Z
INT-107296,CUST-10232,PROD-040,View,2023-06-28T01:27:00Z
INT-119331,CUST-10666,PROD-017,View,2023-06-28T03:45:00Z
INT-101791,CUST-10903,PROD-028,View,2023-06-28T04:13:00Z
INT-109868,CUST-10302,PROD-050,View,2023-06-28T04:16:00Z
INT-112534,CUST-10513,PROD-041,Wishlist,2023-06-28T05:00:00Z
INT-113137,CUST-10882,PROD-010,Wishlist,2023-06-28T05:14:00Z
INT-114870,CUST-10334,PROD-030,View,2023-06-28T05:56:00Z
INT-107342,CUST-10188,PROD-007,View,2023-06-28T07:31:00Z
INT-116304,CUST-10372,PROD-013,CartAdd,2023-06-28T09:20:00Z
INT-100111,CUST-10742,PROD-004,View,2023-06-28T11:19:00Z
INT-108931,CUST-10860,PROD-007,View,2023-06-28T11:32:00Z
INT-118540,CUST-10251,PROD-031,View,2023-06-28T12:30:00Z
INT-108801,CUST-10813,PROD-038,View,2023-06-28T12:40:00Z
INT-117457,CUST-10015,PROD-047,View,2023-06-28T13:01:00Z
INT-110450,CUST-10481,PROD-047,View,2023-06-28T14:28:00Z
INT-104019,CUST-10597,PROD-050,View,2023-06-28T14:52:00Z
INT-115015,CUST-10341,PROD-009,View,2023-06-28T15:32:00Z
INT-102566,CUST-10714,PROD-008,View,2023-06-28T19:53:00Z
INT-117253,CUST-10855,PROD-046,View,2023-06-28T21:03:00Z
INT-117427,CUST-10567,PROD-008,View,2023-06-28T22:14:00Z
INT-100063,CUST-10426,PROD-034,View,2023-06-28T23:57:00Z
INT-119889,CUST-10703,PROD-025,View,2023-06-29T00:01:00Z
INT-103963,CUST-10239,PROD-026,View,2023-06-29T00:16:00Z
INT-100468,CUST-10382,PROD-005,View,2023-06-29T05:13:00Z
INT-104089,CUST-10306,PROD-031,View,2023-06-29T07:26:00Z
INT-101301,CUST-10502,PROD-005,View,2023-06-29T11:04:00Z
INT-118235,CUST-10794,PROD-038,View,2023-06-29T11:28:00Z
INT-112462,CUST-10866,PROD-044,View,2023-06-29T19:28:00Z
INT-104038,CUST-10072,PROD-035,View,2023-06-29T23:42:00Z
INT-104611,CUST-10358,PROD-007,View,2023-06-30T01:51:00Z
INT-117781,CUST-10473,PROD-021,Wishlist,2023-06-30T03:16:00Z
INT-108428,CUST-10470,PROD-002,View,2023-06-30T03:45:00Z
INT-116773,CUST-11000,PROD-022,Wishlist,2023-06-30T03:55:00Z
INT-114914,CUST-10992,PROD-019,View,2023-06-30T03:58:00Z
INT-118853,CUST-10362,PROD-035,Wishlist,2023-06-30T05:16:00Z
INT-113552,CUST-10535,PROD-016,CartAdd,2023-06-30T07:22:00Z
INT-113062,CUST-10643,PROD-029,View,2023-06-30T09:10:00Z
INT-106570,CUST-10765,PROD-017,Wishlist,2023-06-30T09:39:00Z
INT-105175,CUST-10358,PROD-005,CartAdd,2023-06-30T12:52:00Z
INT-105263,CUST-10249,PROD-010,View,2023-06-30T19:50:00Z
INT-104137,CUST-10664,PROD-023,View,2023-06-30T21:35:00Z
INT-105128,CUST-10474,PROD-031,View,2023-06-30T22:12:00Z
INT-119678,CUST-10967,PROD-021,View,2023-06-30T22:42:00Z
INT-110653,CUST-10625,PROD-001,View,2023-06-30T23:32:00Z
INT-102546,CUST-10477,PROD-002,View,2023-07-01T00:12:00Z
INT-111917,CUST-10399,PROD-034,View,2023-07-01T01:22:00Z
INT-112476,CUST-10542,PROD-010,View,2023-07-01T08:37:00Z
INT-111127,CUST-10314,PROD-018,View,2023-07-01T09:52:00Z
INT-107005,CUST-10402,PROD-018,View,2023-07-01T11:59:00Z
INT-107525,CUST-10768,PROD-034,Wishlist,2023-07-01T12:48:00Z
INT-100789,CUST-10451,PROD-045,Wishlist,2023-07-01T16:51:00Z
INT-107987,CUST-10286,PROD-040,View,2023-07-01T18:56:00Z
INT-117261,CUST-10638,PROD-002,View,2023-07-01T21:49:00Z
INT-118713,CUST-10991,PROD-035,View,2023-07-01T23:20:00Z
INT-101858,CUST-10487,PROD-001,View,2023-07-01T23:30:00Z
INT-102989,CUST-10035,PROD-030,View,2023-07-01T23:38:00Z
INT-113664,CUST-10634,PROD-016,View,2023-07-02T03:10:00Z
INT-100412,CUST-10714,PROD-017,View,2023-07-02T04:16:00Z
INT-119994,CUST-10488,PROD-020,View,2023-07-02T05:00:00Z
INT-109734,CUST-10507,PROD-033,View,2023-07-02T05:51:00Z
INT-100108,CUST-10532,PROD-016,View,2023-07-02T07:40:00Z
INT-119280,CUST-10723,PROD-007,CartAdd,2023-07-02T08:49:00Z
INT-106886,CUST-10885,PROD-009,View,2023-07-02T09:40:00Z
INT-113133,CUST-10217,PROD-037,View,2023-07-02T11:37:00Z
INT-118765,CUST-10610,PROD-009,Wishlist,2023-07-02T15:44:00Z
INT-109096,CUST-10480,PROD-050,Wishlist,2023-07-02T17:29:00Z
INT-101356,CUST-10193,PROD-025,View,2023-07-02T22:42:00Z
INT-115019,CUST-10992,PROD-009,CartAdd,2023-07-02T23:00:00Z
INT-102102,CUST-10609,PROD-025,Wishlist,2023-07-03T02:23:00Z
INT-102800,CUST-10847,PROD-024,CartAdd,2023-07-03T07:32:00Z
INT-112004,CUST-10699,PROD-022,CartAdd,2023-07-03T10:09:00Z
INT-109493,CUST-10514,PROD-045,View,2023-07-03T15:34:00Z
INT-108499,CUST-10137,PROD-041,View,2023-07-03T15:56:00Z
INT-111967,CUST-10405,PROD-010,View,2023-07-03T17:38:00Z
INT-110060,CUST-10791,PROD-035,View,2023-07-03T18:33:00Z
INT-108053,CUST-10012,PROD-020,View,2023-07-03T19:11:00Z
INT-105933,CUST-10954,PROD-003,View,2023-07-03T20:29:00Z
INT-112917,CUST-10592,PROD-006,View,2023-07-03T20:58:00Z
INT-106792,CUST-10994,PROD-031,View,2023-07-03T23:33:00Z
INT-116732,CUST-10028,PROD-043,View,2023-07-03T23:50:00Z
INT-114401,CUST-10490,PROD-046,View,2023-07-04T00:31:00Z
INT-103858,CUST-10158,PROD-045,View,2023-07-04T01:40:00Z
INT-103331,CUST-10834,PROD-038,Wishlist,2023-07-04T02:03:00Z
INT-102282,CUST-10049,PROD-048,View,2023-07-04T03:55:00Z
INT-103509,CUST-10860,PROD-047,View,2023-07-04T04:46:00Z
INT-112612,CUST-10319,PROD-009,View,2023-07-04T06:33:00Z
INT-113099,CUST-10732,PROD-036,Wishlist,2023-07-04T06:36:00Z
INT-118988,CUST-10694,PROD-030,View,2023-07-04T06:41:00Z
INT-111467,CUST-10591,PROD-028,View,2023-07-04T14:04:00Z
INT-110671,CUST-10021,PROD-030,View,2023-07-04T21:29:00Z
INT-101005,CUST-10805,PROD-040,CartAdd,2023-07-05T10:11:00Z
INT-114926,CUST-10621,PROD-017,View,2023-07-05T11:45:00Z
INT-117994,CUST-10890,PROD-021,View,2023-07-05T18:12:00Z
INT-108137,CUST-10140,PROD-041,Wishlist,2023-07-05T18:41:00Z
INT-100423,CUST-10206,PROD-031,View,2023-07-05T19:50:00Z
INT-101748,CUST-10421,PROD-033,CartAdd,2023-07-05T22:31:00Z
INT-116318,CUST-10456,PROD-050,Wishlist,2023-07-06T05:49:00Z
INT-105480,CUST-10794,PROD-011,View,2023-07-06T06:03:00Z
INT-113355,CUST-10883,PROD-030,View,2023-07-06T16:55:00Z
INT-118884,CUST-10324,PROD-041,View,2023-07-06T17:12:00Z
INT-116085,CUST-10219,PROD-028,CartAdd,2023-07-06T18:01:00Z
INT-116625,CUST-10397,PROD-050,Wishlist,2023-07-06T20:50:00Z
INT-103187,CUST-10476,PROD-017,Wishlist,2023-07-06T22:49:00Z
INT-116672,CUST-10684,PROD-022,Wishlist,2023-07-07T02:14:00Z
INT-100478,CUST-10759,PROD-028,View,2023-07-07T04:56:00Z
INT-102105,CUST-10283,PROD-022,View,2023-07-07T12:52:00Z
INT-109589,CUST-10572,PROD-012,CartAdd,2023-07-07T14:24:00Z
INT-104100,CUST-10841,PROD-033,View,2023-07-07T16:13:00Z
INT-117997,CUST-10663,PROD-024,Wishlist,2023-07-08T00:17:00Z
INT-109738,CUST-10011,PROD-022,View,2023-07-08T02:32:00Z
INT-116411,CUST-10007,PROD-008,View,2023-07-08T07:21:00Z
INT-115431,CUST-10371,PROD-019,View,2023-07-08T09:57:00Z
INT-115077,CUST-10358,PROD-030,Wishlist,2023-07-08T11:09:00Z
INT-110559,CUST-10776,PROD-009,CartAdd,2023-07-08T12:32:00Z
INT-109156,CUST-10165,PROD-045,View,2023-07-08T13:27:00Z
INT-119323,CUST-10442,PROD-048,Wishlist,2023-07-08T16:40:00Z
INT-107206,CUST-10801,PROD-031,View,2023-07-08T17:25:00Z
INT-102748,CUST-10009,PROD-042,Wishlist,2023-07-08T19:57:00Z
INT-117259,CUST-10504,PROD-025,CartAdd,2023-07-08T22:52:00Z
INT-117948,CUST-10517,PROD-036,View,2023-07-08T22:57:00Z
INT-108862,CUST-10587,PROD-035,View,2023-07-09T01:42:00Z
INT-116855,CUST-10278,PROD-024,Wishlist,2023-07-09T03:23:00Z
INT-116319,CUST-10699,PROD-043,View,2023-07-09T04:13:00Z
INT-101677,CUST-10368,PROD-043,View,2023-07-09T05:38:00Z
INT-111898,CUST-10543,PROD-009,CartAdd,2023-07-09T07:27:00Z
INT-101248,CUST-10325,PROD-016,Wishlist,2023-07-09T09:42:00Z
INT-116075,CUST-10736,PROD-044,View,2023-07-09T09:48:00Z
INT-107760,CUST-10465,PROD-004,View,2023-07-09T10:18:00Z
INT-106348,CUST-10901,PROD-020,View,2023-07-09T14:05:00Z
INT-103551,CUST-10633,PROD-007,Wishlist,2023-07-09T15:04:00Z
INT-112290,CUST-10957,PROD-029,View,2023-07-09T17:44:00Z
INT-114035,CUST-10411,PROD-045,View,2023-07-09T18:12:00Z
INT-119560,CUST-10329,PROD-034,Wishlist,2023-07-09T20:25:00Z
INT-107791,CUST-10675,PROD-048,View,2023-07-09T20:39:00Z
INT-103156,CUST-10465,PROD-032,Wishlist,2023-07-09T23:24:00Z
INT-106736,CUST-10977,PROD-002,View,2023-07-10T00:31:00Z
INT-107082,CUST-10697,PROD-016,View,2023-07-10T01:21:00Z
INT-117368,CUST-10204,PROD-006,CartAdd,2023-07-10T04:58:00Z
INT-117414,CUST-10379,PROD-023,View,2023-07-10T05:11:00Z
INT-111613,CUST-10074,PROD-026,View,2023-07-10T08:00:00Z
INT-107572,CUST-10222,PROD-019,View,2023-07-10T09:03:00Z
INT-112017,CUST-10231,PROD-024,Wishlist,2023-07-10T10:31:00Z
INT-103632,CUST-10044,PROD-028,View,2023-07-10T10:47:00Z
INT-118033,CUST-10080,PROD-011,CartAdd,2023-07-10T11:51:00Z
INT-109451,CUST-10900,PROD-011,Wishlist,2023-07-10T16:04:00Z
INT-108556,CUST-10556,PROD-040,Wishlist,2023-07-10T16:23:00Z
INT-118616,CUST-10658,PROD-044,CartAdd,2023-07-10T17:15:00Z
