TransactionId,CustomerId,ProductId,TransactionDate,Quantity,TransactionAmount,PointsUsed,TransactionType,IsReturn
TXN-813885,CUST-10432,PROD-014,2024-11-13T16:17:00Z,1,2800.00,140000,Purchase,False
TXN-803126,CUST-10094,PROD-025,2024-11-13T16:42:00Z,1,240.00,12000,Transfer,False
TXN-816086,CUST-10505,PROD-012,2024-11-13T17:04:00Z,2,12800.00,640000,Purchase,False
TXN-822348,CUST-10699,PROD-024,2024-11-13T19:32:00Z,1,1100.00,55000,Transfer,False
TXN-809917,CUST-10296,PROD-042,2024-11-13T20:18:00Z,1,200.00,10000,Redemption,False
TXN-818776,CUST-10583,PROD-039,2024-11-13T20:29:00Z,1,160.00,8000,Purchase,False
TXN-818664,CUST-10580,PROD-026,2024-11-13T20:47:00Z,1,360.00,18000,Redemption,False
TXN-814028,CUST-10435,PROD-037,2024-11-13T21:42:00Z,2,200.00,10000,Redemption,False
TXN-829988,CUST-10934,PROD-029,2024-11-13T22:37:00Z,1,440.00,22000,Redemption,False
TXN-828269,CUST-10879,PROD-002,2024-11-13T23:46:00Z,1,2400.00,120000,Redemption,False
TXN-827983,CUST-10868,PROD-039,2024-11-14T00:53:00Z,1,160.00,8000,Redemption,False
TXN-814376,CUST-10449,PROD-050,2024-11-14T03:02:00Z,1,600.00,30000,Transfer,False
TXN-813785,CUST-10427,PROD-021,2024-11-14T03:42:00Z,1,500.00,25000,Redemption,False
TXN-803259,CUST-10099,PROD-008,2024-11-14T04:29:00Z,1,300.00,15000,Redemption,False
TXN-808160,CUST-10242,PROD-015,2024-11-14T07:05:00Z,1,4200.00,210000,Redemption,False
TXN-814994,CUST-10468,PROD-021,2024-11-14T08:06:00Z,2,1000.00,50000,Redemption,False
TXN-818390,CUST-10571,PROD-047,2024-11-14T08:20:00Z,2,400.00,20000,Purchase,False
TXN-810962,CUST-10330,PROD-022,2024-11-14T08:34:00Z,1,400.00,20000,Purchase,False
TXN-801735,CUST-10053,PROD-020,2024-11-14T09:44:00Z,1,600.00,30000,Redemption,False
TXN-824649,CUST-10768,PROD-001,2024-11-14T10:53:00Z,1,360.00,18000,Purchase,False
TXN-824144,CUST-10752,PROD-005,2024-11-14T11:17:00Z,2,8800.00,440000,Redemption,False
TXN-826099,CUST-10811,PROD-011,2024-11-14T11:19:00Z,1,5000.00,250000,Purchase,False
TXN-813055,CUST-10408,PROD-050,2024-11-14T11:31:00Z,1,600.00,30000,Redemption,False
TXN-828341,CUST-10880,PROD-008,2024-11-14T12:04:00Z,1,300.00,15000,Transfer,False
TXN-824228,CUST-10755,PROD-020,2024-11-14T12:10:00Z,1,600.00,30000,Purchase,False
TXN-821030,CUST-10658,PROD-043,2024-11-14T12:12:00Z,1,200.00,10000,Redemption,False
TXN-822175,CUST-10692,PROD-026,2024-11-14T13:21:00Z,1,360.00,18000,Transfer,False
TXN-805578,CUST-10168,PROD-030,2024-11-14T13:53:00Z,1,300.00,15000,Redemption,False
TXN-817117,CUST-10538,PROD-038,2024-11-14T13:57:00Z,1,120.00,6000,Transfer,False
TXN-823221,CUST-10724,PROD-038,2024-11-14T15:16:00Z,1,120.00,6000,Purchase,False
TXN-802474,CUST-10075,PROD-041,2024-11-14T15:44:00Z,1,200.00,10000,Purchase,False
TXN-814314,CUST-10447,PROD-001,2024-11-14T17:32:00Z,1,360.00,18000,Redemption,False
TXN-810827,CUST-10326,PROD-046,2024-11-14T17:35:00Z,1,200.00,10000,Transfer,False
TXN-819577,CUST-10609,PROD-026,2024-11-14T19:09:00Z,1,360.00,18000,Redemption,False
TXN-829928,CUST-10931,PROD-039,2024-11-14T19:59:00Z,1,160.00,8000,Redemption,False
TXN-809161,CUST-10272,PROD-018,2024-11-14T21:26:00Z,1,2400.00,120000,Transfer,False
TXN-813791,CUST-10427,PROD-027,2024-11-14T21:57:00Z,1,1600.00,80000,Redemption,False
TXN-803985,CUST-10122,PROD-043,2024-11-14T21:58:00Z,2,400.00,20000,Redemption,False
TXN-800212,CUST-10006,PROD-001,2024-11-14T22:06:00Z,1,360.00,18000,Redemption,False
TXN-810749,CUST-10324,PROD-032,2024-11-14T22:53:00Z,2,300.00,15000,Transfer,False
TXN-826909,CUST-10833,PROD-018,2024-11-14T23:27:00Z,1,2400.00,120000,Transfer,False
TXN-813759,CUST-10426,PROD-031,2024-11-15T01:29:00Z,1,100.00,5000,Purchase,False
TXN-803405,CUST-10103,PROD-002,2024-11-15T01:47:00Z,1,2400.00,120000,Redemption,False
TXN-824159,CUST-10753,PROD-045,2024-11-15T02:04:00Z,1,320.00,16000,Redemption,False
TXN-802797,CUST-10085,PROD-050,2024-11-15T04:24:00Z,1,600.00,30000,Redemption,False
TXN-816163,CUST-10506,PROD-013,2024-11-15T05:04:00Z,2,2600.00,130000,Purchase,False
TXN-801638,CUST-10050,PROD-046,2024-11-15T07:17:00Z,1,200.00,10000,Transfer,False
TXN-826306,CUST-10817,PROD-049,2024-11-15T07:42:00Z,1,400.00,20000,Redemption,False
TXN-816204,CUST-10508,PROD-029,2024-11-15T07:47:00Z,1,440.00,22000,Purchase,False
TXN-827625,CUST-10858,PROD-050,2024-11-15T09:50:00Z,1,600.00,30000,Redemption,False
TXN-810260,CUST-10306,PROD-024,2024-11-15T10:08:00Z,1,1100.00,55000,Redemption,False
TXN-803634,CUST-10112,PROD-006,2024-11-15T10:45:00Z,1,440.00,22000,Redemption,False
TXN-813168,CUST-10410,PROD-044,2024-11-15T11:16:00Z,1,240.00,12000,Transfer,False
TXN-811978,CUST-10369,PROD-042,2024-11-15T12:09:00Z,1,200.00,10000,Purchase,False
TXN-810397,CUST-10309,PROD-022,2024-11-15T13:35:00Z,1,400.00,20000,Redemption,False
TXN-822864,CUST-10716,PROD-037,2024-11-15T14:07:00Z,1,100.00,5000,Redemption,False
TXN-815947,CUST-10500,PROD-006,2024-11-15T14:12:00Z,1,440.00,22000,Redemption,False
TXN-822552,CUST-10707,PROD-028,2024-11-15T15:19:00Z,1,2600.00,130000,Redemption,False
TXN-825027,CUST-10778,PROD-022,2024-11-15T15:58:00Z,1,400.00,20000,Transfer,False
TXN-800360,CUST-10010,PROD-034,2024-11-15T16:12:00Z,1,100.00,5000,Redemption,False
TXN-802107,CUST-10063,PROD-023,2024-11-15T16:32:00Z,1,600.00,30000,Redemption,False
TXN-815163,CUST-10474,PROD-016,2024-11-15T16:43:00Z,1,700.00,35000,Purchase,False
TXN-807530,CUST-10226,PROD-002,2024-11-15T17:53:00Z,1,2400.00,120000,Redemption,False
TXN-826447,CUST-10821,PROD-038,2024-11-15T17:56:00Z,1,120.00,6000,Purchase,False
TXN-800392,CUST-10010,PROD-032,2024-11-15T19:44:00Z,1,150.00,7500,Transfer,False
TXN-808412,CUST-10249,PROD-049,2024-11-15T19:57:00Z,1,400.00,20000,Purchase,False
TXN-814383,CUST-10450,PROD-035,2024-11-15T20:13:00Z,1,150.00,7500,Purchase,False
TXN-813927,CUST-10432,PROD-013,2024-11-15T20:22:00Z,1,1300.00,65000,Purchase,False
TXN-831314,CUST-10982,PROD-044,2024-11-15T20:34:00Z,1,240.00,12000,Transfer,False
TXN-820316,CUST-10632,PROD-018,2024-11-15T21:15:00Z,1,2400.00,120000,Purchase,False
TXN-822474,CUST-10705,PROD-050,2024-11-16T00:22:00Z,1,600.00,30000,Redemption,False
TXN-825736,CUST-10801,PROD-039,2024-11-16T01:51:00Z,2,320.00,16000,Purchase,False
TXN-827504,CUST-10854,PROD-001,2024-11-16T02:45:00Z,1,360.00,18000,Redemption,False
TXN-818118,CUST-10564,PROD-029,2024-11-16T03:38:00Z,1,440.00,22000,Redemption,False
TXN-831426,CUST-10985,PROD-015,2024-11-16T03:52:00Z,1,4200.00,210000,Purchase,False
TXN-821810,CUST-10680,PROD-040,2024-11-16T05:06:00Z,1,100.00,5000,Redemption,False
TXN-800663,CUST-10019,PROD-037,2024-11-16T05:38:00Z,2,200.00,10000,Purchase,False
TXN-823323,CUST-10727,PROD-029,2024-11-16T06:04:00Z,2,880.00,44000,Redemption,False
TXN-820545,CUST-10638,PROD-003,2024-11-16T06:48:00Z,1,700.00,35000,Purchase,False
TXN-801385,CUST-10041,PROD-009,2024-11-16T07:13:00Z,1,160.00,8000,Transfer,False
TXN-826047,CUST-10810,PROD-015,2024-11-16T07:34:00Z,1,4200.00,210000,Transfer,False
TXN-825697,CUST-10800,PROD-048,2024-11-16T08:33:00Z,1,400.00,20000,Purchase,False
TXN-822374,CUST-10701,PROD-043,2024-11-16T09:00:00Z,1,200.00,10000,Redemption,False
TXN-806498,CUST-10197,PROD-036,2024-11-16T10:01:00Z,1,200.00,10000,Redemption,False
TXN-815013,CUST-10469,PROD-011,2024-11-16T10:28:00Z,1,5000.00,250000,Purchase,False
TXN-830040,CUST-10935,PROD-017,2024-11-16T10:58:00Z,1,3600.00,180000,Transfer,False
TXN-826868,CUST-10832,PROD-042,2024-11-16T11:27:00Z,1,200.00,10000,Transfer,False
TXN-823140,CUST-10722,PROD-030,2024-11-16T12:48:00Z,1,300.00,15000,Purchase,False
TXN-816222,CUST-10508,PROD-025,2024-11-16T15:14:00Z,1,240.00,12000,Purchase,False
TXN-807858,CUST-10234,PROD-043,2024-11-16T15:59:00Z,3,600.00,30000,Redemption,False
TXN-820665,CUST-10643,PROD-025,2024-11-16T18:24:00Z,1,240.00,12000,Transfer,False
TXN-827421,CUST-10853,PROD-002,2024-11-16T19:13:00Z,1,2400.00,120000,Redemption,False
TXN-800296,CUST-10008,PROD-033,2024-11-16T19:17:00Z,1,200.00,10000,Redemption,False
TXN-822792,CUST-10713,PROD-018,2024-11-16T19:22:00Z,2,4800.00,240000,Redemption,False
TXN-800040,CUST-10002,PROD-029,2024-11-16T21:00:00Z,1,440.00,22000,Purchase,False
TXN-828541,CUST-10885,PROD-028,2024-11-16T21:10:00Z,1,2600.00,130000,Redemption,False
TXN-809318,CUST-10276,PROD-017,2024-11-16T21:18:00Z,1,3600.00,180000,Transfer,False
TXN-823823,CUST-10740,PROD-047,2024-11-16T21:40:00Z,1,200.00,10000,Redemption,False
TXN-809479,CUST-10281,PROD-040,2024-11-16T21:56:00Z,1,100.00,5000,Redemption,False
TXN-828161,CUST-10875,PROD-022,2024-11-16T22:51:00Z,1,400.00,20000,Redemption,False
TXN-807451,CUST-10224,PROD-026,2024-11-16T23:12:00Z,1,360.00,18000,Transfer,False
TXN-822342,CUST-10699,PROD-022,2024-11-17T01:00:00Z,1,400.00,20000,Redemption,False
TXN-806418,CUST-10196,PROD-029,2024-11-17T01:13:00Z,2,880.00,44000,Purchase,False
TXN-801168,CUST-10034,PROD-026,2024-11-17T01:23:00Z,2,720.00,36000,Transfer,False
TXN-811990,CUST-10369,PROD-037,2024-11-17T02:26:00Z,1,100.00,5000,Transfer,False
TXN-813382,CUST-10416,PROD-032,2024-11-17T03:46:00Z,1,150.00,7500,Transfer,False
TXN-820088,CUST-10625,PROD-020,2024-11-17T04:27:00Z,1,600.00,30000,Redemption,False
TXN-807705,CUST-10230,PROD-022,2024-11-17T04:52:00Z,1,400.00,20000,Redemption,False
TXN-820779,CUST-10648,PROD-026,2024-11-17T04:55:00Z,1,360.00,18000,Redemption,False
TXN-819116,CUST-10593,PROD-016,2024-11-17T04:56:00Z,1,700.00,35000,Transfer,False
TXN-806354,CUST-10193,PROD-024,2024-11-17T06:23:00Z,1,1100.00,55000,Redemption,False
TXN-800285,CUST-10007,PROD-003,2024-11-17T07:19:00Z,1,700.00,35000,Purchase,False
TXN-815152,CUST-10473,PROD-039,2024-11-17T07:51:00Z,2,320.00,16000,Purchase,False
TXN-822014,CUST-10689,PROD-042,2024-11-17T08:26:00Z,1,200.00,10000,Redemption,False
TXN-829385,CUST-10914,PROD-046,2024-11-17T08:46:00Z,1,200.00,10000,Purchase,False
TXN-807222,CUST-10218,PROD-008,2024-11-17T08:57:00Z,1,300.00,15000,Redemption,False
TXN-804905,CUST-10149,PROD-041,2024-11-17T10:08:00Z,1,200.00,10000,Redemption,False
TXN-817616,CUST-10551,PROD-004,2024-11-17T11:40:00Z,2,1000.00,50000,Transfer,False
TXN-806159,CUST-10187,PROD-019,2024-11-17T14:58:00Z,2,9200.00,460000,Redemption,False
TXN-812926,CUST-10403,PROD-044,2024-11-17T15:01:00Z,2,480.00,24000,Purchase,False
TXN-816838,CUST-10530,PROD-027,2024-11-17T15:30:00Z,1,1600.00,80000,Redemption,False
TXN-804461,CUST-10136,PROD-034,2024-11-17T15:34:00Z,1,100.00,5000,Transfer,False
TXN-823772,CUST-10738,PROD-030,2024-11-17T16:25:00Z,1,300.00,15000,Redemption,False
TXN-815610,CUST-10488,PROD-011,2024-11-17T16:36:00Z,1,5000.00,250000,Redemption,False
TXN-810968,CUST-10330,PROD-027,2024-11-17T17:20:00Z,1,1600.00,80000,Purchase,False
TXN-800813,CUST-10023,PROD-018,2024-11-17T18:06:00Z,1,2400.00,120000,Redemption,False
TXN-808317,CUST-10246,PROD-050,2024-11-17T19:56:00Z,1,600.00,30000,Redemption,False
TXN-811205,CUST-10339,PROD-025,2024-11-17T20:49:00Z,1,240.00,12000,Transfer,False
TXN-810105,CUST-10302,PROD-018,2024-11-17T20:54:00Z,1,2400.00,120000,Transfer,False
TXN-818167,CUST-10566,PROD-008,2024-11-17T22:25:00Z,1,300.00,15000,Redemption,False
TXN-804008,CUST-10123,PROD-019,2024-11-17T23:28:00Z,1,4600.00,230000,Transfer,False
TXN-804138,CUST-10127,PROD-001,2024-11-17T23:52:00Z,1,360.00,18000,Transfer,False
TXN-804902,CUST-10149,PROD-004,2024-11-18T00:58:00Z,1,500.00,25000,Redemption,False
TXN-814333,CUST-10447,PROD-009,2024-11-18T02:21:00Z,1,160.00,8000,Redemption,False
TXN-809801,CUST-10293,PROD-011,2024-11-18T02:28:00Z,1,5000.00,250000,Redemption,False
TXN-815052,CUST-10470,PROD-009,2024-11-18T02:47:00Z,1,160.00,8000,Redemption,False
TXN-829317,CUST-10912,PROD-044,2024-11-18T03:03:00Z,1,240.00,12000,Transfer,False
TXN-810826,CUST-10326,PROD-041,2024-11-18T05:24:00Z,1,200.00,10000,Redemption,False
TXN-814931,CUST-10466,PROD-044,2024-11-18T06:03:00Z,1,240.00,12000,Redemption,False
TXN-819427,CUST-10604,PROD-037,2024-11-18T06:09:00Z,2,200.00,10000,Redemption,False
TXN-805089,CUST-10154,PROD-032,2024-11-18T06:38:00Z,1,150.00,7500,Purchase,False
TXN-814339,CUST-10448,PROD-045,2024-11-18T07:09:00Z,2,640.00,32000,Redemption,False
TXN-811674,CUST-10359,PROD-015,2024-11-18T07:20:00Z,1,4200.00,210000,Redemption,False
TXN-821238,CUST-10662,PROD-003,2024-11-18T08:05:00Z,1,700.00,35000,Redemption,False
TXN-816056,CUST-10504,PROD-008,2024-11-18T09:33:00Z,2,600.00,30000,Redemption,False
TXN-800251,CUST-10007,PROD-008,2024-11-18T10:20:00Z,1,300.00,15000,Transfer,False
TXN-802396,CUST-10073,PROD-047,2024-11-18T11:20:00Z,2,400.00,20000,Redemption,False
TXN-830601,CUST-10958,PROD-044,2024-11-18T12:29:00Z,1,240.00,12000,Redemption,False
TXN-808877,CUST-10262,PROD-025,2024-11-18T13:38:00Z,1,240.00,12000,Redemption,False
TXN-805609,CUST-10169,PROD-009,2024-11-18T13:46:00Z,1,160.00,8000,Transfer,False
TXN-817380,CUST-10544,PROD-027,2024-11-18T14:27:00Z,1,1600.00,80000,Redemption,False
TXN-829899,CUST-10929,PROD-020,2024-11-18T15:41:00Z,1,600.00,30000,Transfer,False
TXN-808826,CUST-10260,PROD-033,2024-11-18T16:01:00Z,1,200.00,10000,Purchase,False
TXN-804864,CUST-10147,PROD-047,2024-11-18T17:26:00Z,1,200.00,10000,Redemption,False
TXN-822042,CUST-10689,PROD-045,2024-11-18T20:26:00Z,1,320.00,16000,Redemption,False
TXN-827722,CUST-10861,PROD-012,2024-11-18T20:36:00Z,3,19200.00,960000,Redemption,False
TXN-800200,CUST-10005,PROD-001,2024-11-18T20:47:00Z,1,360.00,18000,Purchase,False
TXN-815160,CUST-10474,PROD-038,2024-11-18T20:56:00Z,1,120.00,6000,Redemption,False
TXN-815591,CUST-10486,PROD-027,2024-11-18T21:01:00Z,3,4800.00,240000,Transfer,False
TXN-816920,CUST-10533,PROD-030,2024-11-18T21:35:00Z,1,300.00,15000,Transfer,False
TXN-801243,CUST-10036,PROD-001,2024-11-18T22:14:00Z,1,360.00,18000,Redemption,False
TXN-816369,CUST-10512,PROD-037,2024-11-18T23:57:00Z,1,100.00,5000,Transfer,False
TXN-816174,CUST-10506,PROD-018,2024-11-19T00:07:00Z,1,2400.00,120000,Transfer,False
TXN-807835,CUST-10234,PROD-029,2024-11-19T00:08:00Z,1,440.00,22000,Redemption,False
TXN-819077,CUST-10592,PROD-008,2024-11-19T01:41:00Z,2,600.00,30000,Purchase,False
TXN-800449,CUST-10012,PROD-019,2024-11-19T03:43:00Z,1,4600.00,230000,Redemption,False
TXN-807353,CUST-10221,PROD-031,2024-11-19T04:07:00Z,1,100.00,5000,Transfer,False
TXN-807730,CUST-10231,PROD-039,2024-11-19T05:26:00Z,2,320.00,16000,Purchase,False
TXN-814443,CUST-10452,PROD-032,2024-11-19T06:11:00Z,1,150.00,7500,Redemption,False
TXN-800747,CUST-10021,PROD-046,2024-11-19T06:50:00Z,1,200.00,10000,Redemption,False
TXN-815768,CUST-10493,PROD-003,2024-11-19T06:56:00Z,1,700.00,35000,Redemption,False
TXN-811329,CUST-10345,PROD-041,2024-11-19T07:18:00Z,1,200.00,10000,Transfer,False
TXN-815954,CUST-10500,PROD-003,2024-11-19T08:31:00Z,1,700.00,35000,Transfer,False
TXN-801100,CUST-10032,PROD-042,2024-11-19T08:57:00Z,1,200.00,10000,Redemption,False
TXN-813993,CUST-10435,PROD-005,2024-11-19T10:04:00Z,2,8800.00,440000,Redemption,False
TXN-831222,CUST-10979,PROD-010,2024-11-19T10:15:00Z,1,360.00,18000,Redemption,False
TXN-823369,CUST-10728,PROD-032,2024-11-19T10:46:00Z,1,150.00,7500,Purchase,False
TXN-822803,CUST-10714,PROD-017,2024-11-19T11:28:00Z,1,3600.00,180000,Transfer,False
TXN-814712,CUST-10461,PROD-022,2024-11-19T11:30:00Z,1,400.00,20000,Transfer,False
TXN-805025,CUST-10152,PROD-015,2024-11-19T11:47:00Z,3,12600.00,630000,Transfer,False
TXN-809601,CUST-10286,PROD-034,2024-11-19T12:03:00Z,3,300.00,15000,Purchase,False
TXN-804369,CUST-10135,PROD-045,2024-11-19T12:38:00Z,2,640.00,32000,Transfer,False
TXN-823993,CUST-10746,PROD-034,2024-11-19T13:23:00Z,1,100.00,5000,Redemption,False
TXN-802330,CUST-10070,PROD-022,2024-11-19T14:46:00Z,1,400.00,20000,Redemption,False
TXN-802429,CUST-10073,PROD-047,2024-11-19T14:47:00Z,1,200.00,10000,Redemption,False
TXN-821220,CUST-10662,PROD-007,2024-11-19T16:00:00Z,1,900.00,45000,Redemption,False
TXN-802472,CUST-10075,PROD-050,2024-11-19T18:21:00Z,1,600.00,30000,Purchase,False
TXN-825003,CUST-10778,PROD-018,2024-11-19T18:33:00Z,1,2400.00,120000,Redemption,False
TXN-820287,CUST-10631,PROD-036,2024-11-19T19:23:00Z,1,200.00,10000,Purchase,False
TXN-808679,CUST-10256,PROD-028,2024-11-19T19:25:00Z,1,2600.00,130000,Transfer,False
TXN-804029,CUST-10123,PROD-015,2024-11-19T19:48:00Z,1,4200.00,210000,Purchase,False
TXN-811162,CUST-10337,PROD-032,2024-11-19T19:48:00Z,1,150.00,7500,Transfer,False
TXN-800283,CUST-10007,PROD-009,2024-11-19T20:09:00Z,1,160.00,8000,Transfer,False
TXN-824631,CUST-10768,PROD-039,2024-11-19T20:36:00Z,2,320.00,16000,Purchase,False
TXN-826644,CUST-10826,PROD-016,2024-11-19T22:28:00Z,2,1400.00,70000,Transfer,False
TXN-805274,CUST-10160,PROD-013,2024-11-19T23:53:00Z,1,1300.00,65000,Purchase,False
TXN-827707,CUST-10861,PROD-043,2024-11-20T00:25:00Z,1,200.00,10000,Redemption,False
TXN-810346,CUST-10308,PROD-020,2024-11-20T00:39:00Z,1,600.00,30000,Redemption,False
TXN-825999,CUST-10809,PROD-040,2024-11-20T03:24:00Z,1,100.00,5000,Redemption,False
TXN-825690,CUST-10800,PROD-012,2024-11-20T05:28:00Z,3,19200.00,960000,Redemption,False
TXN-819955,CUST-10621,PROD-033,2024-11-20T05:49:00Z,2,-400.00,-20000,Redemption,True
TXN-801641,CUST-10050,PROD-045,2024-11-20T06:33:00Z,1,320.00,16000,Purchase,False
TXN-812097,CUST-10375,PROD-042,2024-11-20T08:00:00Z,1,200.00,10000,Purchase,False
TXN-824792,CUST-10772,PROD-023,2024-11-20T08:14:00Z,1,600.00,30000,Transfer,False
TXN-820080,CUST-10625,PROD-002,2024-11-20T08:36:00Z,1,2400.00,120000,Purchase,False
TXN-807553,CUST-10227,PROD-040,2024-11-20T09:33:00Z,2,200.00,10000,Purchase,False
TXN-816847,CUST-10530,PROD-026,2024-11-20T11:43:00Z,1,360.00,18000,Purchase,False
TXN-811156,CUST-10336,PROD-041,2024-11-20T12:20:00Z,1,200.00,10000,Purchase,False
TXN-809154,CUST-10271,PROD-013,2024-11-20T12:36:00Z,1,1300.00,65000,Redemption,False
TXN-830063,CUST-10936,PROD-013,2024-11-20T13:56:00Z,1,1300.00,65000,Redemption,False
TXN-807796,CUST-10232,PROD-028,2024-11-20T14:02:00Z,1,2600.00,130000,Redemption,False
TXN-807968,CUST-10237,PROD-005,2024-11-20T14:22:00Z,1,4400.00,220000,Redemption,False
TXN-805772,CUST-10175,PROD-041,2024-11-20T14:52:00Z,1,200.00,10000,Redemption,False
TXN-825144,CUST-10782,PROD-002,2024-11-20T15:23:00Z,1,2400.00,120000,Redemption,False
TXN-816868,CUST-10531,PROD-041,2024-11-20T15:53:00Z,1,200.00,10000,Redemption,False
TXN-811282,CUST-10344,PROD-007,2024-11-20T16:01:00Z,1,900.00,45000,Redemption,False
TXN-816266,CUST-10510,PROD-013,2024-11-20T17:15:00Z,2,2600.00,130000,Redemption,False
TXN-828112,CUST-10873,PROD-006,2024-11-20T17:29:00Z,1,440.00,22000,Redemption,False
TXN-811855,CUST-10364,PROD-018,2024-11-20T18:35:00Z,1,2400.00,120000,Redemption,False
TXN-822148,CUST-10692,PROD-027,2024-11-20T19:09:00Z,1,1600.00,80000,Purchase,False
TXN-811037,CUST-10333,PROD-011,2024-11-20T19:14:00Z,1,5000.00,250000,Transfer,False
TXN-802223,CUST-10067,PROD-048,2024-11-20T19:25:00Z,1,400.00,20000,Transfer,False
TXN-808816,CUST-10260,PROD-038,2024-11-20T19:44:00Z,1,120.00,6000,Purchase,False
TXN-809102,CUST-10270,PROD-001,2024-11-20T20:41:00Z,1,360.00,18000,Redemption,False
TXN-810476,CUST-10312,PROD-044,2024-11-20T22:59:00Z,2,480.00,24000,Purchase,False
TXN-813823,CUST-10429,PROD-047,2024-11-20T23:05:00Z,1,200.00,10000,Redemption,False
TXN-812847,CUST-10400,PROD-047,2024-11-20T23:52:00Z,2,400.00,20000,Redemption,False
TXN-801366,CUST-10041,PROD-009,2024-11-21T00:31:00Z,1,160.00,8000,Redemption,False
TXN-814646,CUST-10460,PROD-030,2024-11-21T00:45:00Z,1,300.00,15000,Redemption,False
TXN-820704,CUST-10645,PROD-036,2024-11-21T00:48:00Z,1,200.00,10000,Redemption,False
TXN-802658,CUST-10079,PROD-032,2024-11-21T01:00:00Z,1,150.00,7500,Purchase,False
TXN-801643,CUST-10050,PROD-016,2024-11-21T02:25:00Z,1,700.00,35000,Purchase,False
TXN-821665,CUST-10676,PROD-010,2024-11-21T03:52:00Z,1,360.00,18000,Transfer,False
TXN-826709,CUST-10828,PROD-005,2024-11-21T04:24:00Z,1,4400.00,220000,Purchase,False
TXN-813879,CUST-10431,PROD-012,2024-11-21T04:33:00Z,1,6400.00,320000,Redemption,False
TXN-811998,CUST-10370,PROD-035,2024-11-21T04:53:00Z,1,150.00,7500,Transfer,False
TXN-820054,CUST-10624,PROD-045,2024-11-21T05:08:00Z,1,320.00,16000,Redemption,False
TXN-803811,CUST-10116,PROD-030,2024-11-21T05:20:00Z,1,300.00,15000,Purchase,False
TXN-814742,CUST-10462,PROD-047,2024-11-21T05:42:00Z,1,200.00,10000,Transfer,False
TXN-807718,CUST-10230,PROD-024,2024-11-21T05:48:00Z,2,2200.00,110000,Redemption,False
TXN-828704,CUST-10890,PROD-037,2024-11-21T07:03:00Z,1,100.00,5000,Redemption,False
TXN-831763,CUST-10997,PROD-027,2024-11-21T09:24:00Z,1,1600.00,80000,Redemption,False
TXN-829227,CUST-10909,PROD-016,2024-11-21T10:58:00Z,1,700.00,35000,Redemption,False
TXN-810205,CUST-10305,PROD-020,2024-11-21T13:08:00Z,1,600.00,30000,Redemption,False
TXN-808077,CUST-10240,PROD-027,2024-11-21T13:30:00Z,1,1600.00,80000,Transfer,False
TXN-810083,CUST-10301,PROD-009,2024-11-21T13:50:00Z,1,160.00,8000,Redemption,False
TXN-823196,CUST-10723,PROD-036,2024-11-21T14:54:00Z,1,200.00,10000,Redemption,False
TXN-830391,CUST-10951,PROD-050,2024-11-21T14:55:00Z,2,1200.00,60000,Transfer,False
TXN-827320,CUST-10848,PROD-030,2024-11-21T15:13:00Z,1,300.00,15000,Redemption,False
TXN-813522,CUST-10420,PROD-045,2024-11-21T15:38:00Z,1,320.00,16000,Transfer,False
TXN-831253,CUST-10980,PROD-020,2024-11-21T15:43:00Z,1,600.00,30000,Redemption,False
TXN-806715,CUST-10204,PROD-001,2024-11-21T17:08:00Z,1,360.00,18000,Purchase,False
TXN-802773,CUST-10084,PROD-025,2024-11-21T18:35:00Z,1,240.00,12000,Redemption,False
TXN-811160,CUST-10336,PROD-005,2024-11-21T20:11:00Z,1,4400.00,220000,Redemption,False
TXN-828780,CUST-10893,PROD-010,2024-11-21T20:55:00Z,1,360.00,18000,Purchase,False
TXN-822982,CUST-10719,PROD-011,2024-11-21T23:10:00Z,3,15000.00,750000,Redemption,False
TXN-805478,CUST-10166,PROD-043,2024-11-22T00:40:00Z,1,200.00,10000,Purchase,False
TXN-823353,CUST-10727,PROD-029,2024-11-22T00:53:00Z,1,440.00,22000,Purchase,False
TXN-821812,CUST-10680,PROD-034,2024-11-22T01:06:00Z,1,100.00,5000,Transfer,False
TXN-831367,CUST-10984,PROD-041,2024-11-22T02:22:00Z,2,400.00,20000,Redemption,False
TXN-814658,CUST-10460,PROD-009,2024-11-22T04:29:00Z,1,160.00,8000,Redemption,False
TXN-820875,CUST-10652,PROD-032,2024-11-22T04:55:00Z,1,150.00,7500,Purchase,False
TXN-829398,CUST-10914,PROD-044,2024-11-22T05:30:00Z,1,240.00,12000,Transfer,False
TXN-801415,CUST-10042,PROD-045,2024-11-22T05:33:00Z,1,320.00,16000,Transfer,False
TXN-807235,CUST-10219,PROD-050,2024-11-22T06:51:00Z,1,600.00,30000,Redemption,False
TXN-808437,CUST-10250,PROD-039,2024-11-22T07:09:00Z,1,160.00,8000,Transfer,False
TXN-801192,CUST-10036,PROD-004,2024-11-22T09:13:00Z,1,500.00,25000,Transfer,False
TXN-810280,CUST-10306,PROD-024,2024-11-22T09:18:00Z,1,1100.00,55000,Purchase,False
TXN-818555,CUST-10577,PROD-010,2024-11-22T09:50:00Z,1,360.00,18000,Transfer,False
TXN-814052,CUST-10436,PROD-018,2024-11-22T09:56:00Z,1,2400.00,120000,Transfer,False
TXN-830735,CUST-10963,PROD-012,2024-11-22T10:26:00Z,1,6400.00,320000,Purchase,False
